county,date,spreading_prob
Bertie,2021-11-04,0.178333333333333
Bertie,2021-11-05,0.221
Bertie,2021-11-06,0.274333333333333
Bertie,2021-11-07,0.323666666666667
Bertie,2021-11-08,0.375
Bertie,2021-11-09,0.433333333333333
Bertie,2021-11-10,0.475333333333333
Bertie,2021-11-11,0.537
Bertie,2021-11-12,0.594
Bertie,2021-11-13,0.642333333333333
Bertie,2021-11-14,0.693333333333333
Bertie,2021-11-15,0.738666666666667
Bertie,2021-11-16,0.781333333333333
Bertie,2021-11-17,0.818333333333333
Bertie,2021-11-18,0.849333333333333
Bertie,2021-11-19,0.875666666666667
Bertie,2021-11-20,0.893666666666667
Bertie,2021-11-21,0.915666666666667
Bertie,2021-11-22,0.934666666666667
Bertie,2021-11-23,0.944666666666667
Bertie,2021-11-24,0.958666666666667
Bertie,2021-11-25,0.964
Bertie,2021-11-26,0.967
Bertie,2021-11-27,0.97
Bertie,2021-11-28,0.972666666666667
Bertie,2021-11-29,0.975666666666667
Bertie,2021-11-30,0.976
Bertie,2021-12-01,0.976666666666667
Bertie,2021-12-02,0.973
Bertie,2021-12-03,0.970333333333333
Bertie,2021-12-04,0.967333333333333
Bertie,2021-12-05,0.963666666666667
Bertie,2021-12-06,0.957333333333333
Bertie,2021-12-07,0.952
